1,640
1a,1137
2,41
2a,25
3,150
3a,150
4,439
4a,314
5,640
5a,800
6,32
6a,32
7,32
7a,32
8,32
8a,32
9,32
9a,32
10,32
10a,32
11,32
11a,32
